id_reserva,fecha_reserva,inicio_estancia,final_estancia,precio_noche,id_cliente,id_hotel
f6149a73-99ec-46f9-ad92-c4174a564beb,2025-02-02,2025-03-01,2025-03-02,135.58,ID48,ID10
25efcc1f-d69a-422f-a887-3341d57c6f09,2025-02-07,2025-03-01,2025-03-02,258.17,ID49,ID4
d1365d70-a42a-46be-96ca-6e1239b1adf3,2025-02-25,2025-03-01,2025-03-02,110.0,ID50,ID19
5e53a3e0-ed87-48e8-9742-891fe94d1025,2025-02-02,2025-03-01,2025-03-02,343.46,ID51,ID2
782c3729-9de4-4005-b241-c8601bb24e33,2025-02-25,2025-03-01,2025-03-02,119.0,ID52,ID21
32aa8648-0f85-4405-86bd-ffe32c5bc3eb,2025-02-02,2025-03-01,2025-03-02,232.88,ID53,ID15
00ea6487-0d6e-4e16-ad8f-915dca34854a,2025-02-25,2025-03-01,2025-03-02,117.0,ID54,ID26
b8fc310e-88a1-41eb-abf1-f772cf208fda,2025-02-02,2025-03-01,2025-03-02,50.96,ID55,ID11
2ed1e427-c3cd-4215-9f0b-018d771f098b,2025-02-25,2025-03-01,2025-03-02,90.0,ID56,ID25
9202057b-976a-4e12-980e-d45cac1a2906,2025-02-12,2025-03-01,2025-03-02,363.46,ID57,ID2
2af9827a-93df-4f5e-ac7d-bdda0c84ed31,2025-02-09,2025-03-01,2025-03-02,147.96,ID58,ID8
a099af97-fd17-4374-86fe-9aae15f39bff,2025-02-06,2025-03-01,2025-03-02,386.58,ID59,ID8
73b6396e-25dc-4516-9a8a-047fbdf14eb3,2025-02-02,2025-03-01,2025-03-02,463.71,ID60,ID18
7d8a031b-affa-4506-8a21-36e2e298da06,2025-02-05,2025-03-01,2025-03-02,86.04,ID61,ID7
af5b8b1e-e230-43ab-803a-cd49f4f324fe,2025-02-25,2025-03-01,2025-03-02,107.0,ID62,ID23
4670b887-09ee-433b-afa1-556cbb1e930a,2025-02-09,2025-03-01,2025-03-02,103.94,ID63,ID9
444992a6-ce95-43c1-bf32-b9ce3d754672,2025-02-01,2025-03-01,2025-03-02,328.71,ID64,ID12
55d863f5-efd2-47ee-b047-b786c056ccef,2025-02-01,2025-03-01,2025-03-02,470.61,ID65,ID6
458f6999-9db0-4430-88ad-b5d91cfd6ff4,2025-02-09,2025-03-01,2025-03-02,108.89,ID66,ID3
21152b48-0571-468e-babc-9ac0e0b69196,2025-02-25,2025-03-01,2025-03-02,119.0,ID67,ID21
9631e12c-9835-45fe-a21a-6271086c3452,2025-02-03,2025-03-01,2025-03-02,256.22,ID68,ID9
ebd89c70-66d4-41d1-b218-dc9113ce6ce6,2025-02-03,2025-03-01,2025-03-02,277.64,ID69,ID16
a15ca3ef-fcef-4bc0-986d-895a4e7139dd,2025-02-25,2025-03-01,2025-03-02,117.0,ID70,ID26
83b7096f-825e-4937-b0e2-4ec0391bc473,2025-02-11,2025-03-01,2025-03-02,120.98,ID71,ID2
ebacd51b-a1f5-44fb-9279-50863ddff751,2025-02-25,2025-03-01,2025-03-02,90.0,ID72,ID25
fc781901-7248-4af2-a828-9940d73e7cd9,2025-02-10,2025-03-01,2025-03-02,350.53,ID73,ID2
dcffa24b-86dc-4814-9b26-e1264d8c3f03,2025-02-03,2025-03-01,2025-03-02,472.51,ID74,ID16
16995b12-8790-4bb4-9e39-ad5eccbeb90d,2025-02-02,2025-03-01,2025-03-02,384.08,ID75,ID16
1947713f-2d04-4f87-979d-47b803207fee,2025-02-06,2025-03-01,2025-03-02,372.92,ID76,ID6
2e03c019-93d2-42ff-a9a4-9351952b3244,2025-02-06,2025-03-01,2025-03-02,457.39,ID77,ID8
946c7d6c-9523-4056-bc05-4f25b7582202,2025-02-25,2025-03-01,2025-03-02,99.0,ID78,ID28
1706822e-7d2e-4287-a953-1f039ae68551,2025-02-12,2025-03-01,2025-03-02,200.09,ID79,ID16
692a26ac-4f64-4e7d-aeb9-3c0ab9225d8d,2025-02-02,2025-03-01,2025-03-02,298.25,ID80,ID12
f03a25ec-25c7-4f04-8f79-ecaa242a4dee,2025-02-25,2025-03-01,2025-03-02,117.0,ID81,ID26
509d1ab0-6acc-4c42-b352-4d8e86dfa96d,2025-02-02,2025-03-01,2025-03-02,295.51,ID82,ID1
02fd1dcf-b5ef-4efc-9e02-0f7ba1d641b6,2025-02-04,2025-03-01,2025-03-02,107.34,ID83,ID3
c422a037-1510-4eb2-bf05-7b203ab14c97,2025-02-25,2025-03-01,2025-03-02,90.0,ID84,ID25
ca9bfa6c-1449-4239-9595-779c090af54b,2025-02-02,2025-03-01,2025-03-02,454.51,ID85,ID6
5a5dd3f5-d360-4242-a827-2729e9d0fd61,2025-02-12,2025-03-01,2025-03-02,401.04,ID86,ID12
b7055550-984b-48e4-83f6-637b7f4dd78c,2025-02-09,2025-03-01,2025-03-02,439.06,ID87,ID7
03114ab3-587d-4e8a-b878-175e0e8ba101,2025-02-25,2025-03-01,2025-03-02,86.0,ID88,ID27
4b9946c6-b8c0-45d6-8a83-c0e30c918e53,2025-02-25,2025-03-01,2025-03-02,90.0,ID89,ID25
9eb72036-0b7c-46ad-8821-b8a38612c7c8,2025-02-25,2025-03-01,2025-03-02,90.0,ID90,ID25
193470d5-1a06-4a74-86cc-d10a1145380d,2025-02-25,2025-03-01,2025-03-02,86.0,ID91,ID27
013e4092-d233-4c2f-a772-9e66270e30a4,2025-02-02,2025-03-01,2025-03-02,121.63,ID92,ID5
fdd58a9c-4d04-457b-bdf8-e82cc7d60951,2025-02-25,2025-03-01,2025-03-02,110.0,ID93,ID19
286afb47-7932-4250-987a-688b472b5344,2025-02-06,2025-03-01,2025-03-02,417.45,ID94,ID10
38c4f7dc-1c64-4398-aa29-7a31a3028677,2025-02-25,2025-03-01,2025-03-02,90.0,ID95,ID25
d76d1cf2-0f78-4463-8fa8-51fe47c6c5ab,2025-02-09,2025-03-01,2025-03-02,60.64,ID96,ID6
8fc3747d-d6a2-45e4-9cb6-81894e7955bc,2025-02-25,2025-03-01,2025-03-02,110.0,ID97,ID19
7df2ca32-9996-42c0-aa77-c4ff62c97d6f,2025-02-25,2025-03-01,2025-03-02,119.0,ID98,ID21
efd0f4fc-83cb-4e6f-b1e0-5d4a07093386,2025-02-25,2025-03-01,2025-03-02,119.0,ID99,ID22
927b8538-a5cf-419d-81a7-e590507567f0,2025-02-25,2025-03-01,2025-03-02,107.0,ID100,ID23
6de8b910-ab44-4a14-8369-f2723da145ed,2025-02-04,2025-03-01,2025-03-02,199.01,ID101,ID13
f302dfc4-bdf4-40f0-b08c-6821d3044e5f,2025-02-11,2025-03-01,2025-03-02,130.35,ID102,ID14
6741430e-762d-4548-9616-fc40362e0447,2025-02-02,2025-03-01,2025-03-02,205.55,ID103,ID0
dd64cf88-9b1f-42ec-9340-39806f5bd744,2025-02-08,2025-03-01,2025-03-02,102.03,ID104,ID9
c82d8574-f3f5-46a1-acf8-07011f970176,2025-02-25,2025-03-01,2025-03-02,172.0,ID105,ID20
d7978bb9-da0f-468c-977f-2062c1262a8c,2025-02-12,2025-03-01,2025-03-02,466.5,ID106,ID2
49788f88-6522-4400-96c5-12757260aaeb,2025-02-04,2025-03-01,2025-03-02,476.98,ID107,ID0
b7aea489-524a-482e-8265-cfd5e59a413e,2025-02-25,2025-03-01,2025-03-02,110.0,ID108,ID19
1f122af1-0851-4fac-85c3-47d0731ee92a,2025-02-25,2025-03-01,2025-03-02,117.0,ID109,ID26
2cb6159f-ce6f-4c76-ad5c-fb471135b3b5,2025-02-03,2025-03-01,2025-03-02,350.09,ID110,ID0
24bce2d2-a496-4d15-aa24-8796f173f0c7,2025-02-07,2025-03-01,2025-03-02,107.27,ID111,ID12
bca0e889-5f2a-476e-b759-d0bd997ea3d1,2025-02-25,2025-03-01,2025-03-02,117.0,ID112,ID26
fe3a68d9-f2ea-4af4-9512-5d890ed26aa2,2025-02-01,2025-03-01,2025-03-02,185.42,ID113,ID2
05d40d78-a173-4044-9c72-ae9c2d8548d6,2025-02-08,2025-03-01,2025-03-02,243.44,ID114,ID9
1696721f-a366-492c-8e7e-ce2bbd11e0b2,2025-02-09,2025-03-01,2025-03-02,248.79,ID115,ID6
2a660bda-2cba-47b7-880e-b17dc7d65d74,2025-02-25,2025-03-01,2025-03-02,117.0,ID116,ID26
a04ee8a4-e89e-419f-bb1f-b53973e282db,2025-02-25,2025-03-01,2025-03-02,86.0,ID117,ID27
a5ad5040-06cf-47ca-9960-553a91600ce7,2025-02-07,2025-03-01,2025-03-02,177.69,ID118,ID0
59aa522f-5ebf-46e3-ae85-b1b112244bac,2025-02-25,2025-03-01,2025-03-02,119.0,ID119,ID21
241e331b-007f-48d2-a184-7164c13d1cda,2025-02-02,2025-03-01,2025-03-02,151.08,ID120,ID6
3fad3c2e-e8aa-437b-8c61-53c7e4b912b1,2025-02-11,2025-03-01,2025-03-02,492.76,ID121,ID4
ec6b0d32-4bb0-4c77-bf93-f06c35bf4ff9,2025-02-25,2025-03-01,2025-03-02,119.0,ID122,ID22
4983cbf2-6afb-4c57-bae4-0c66931a5bf6,2025-02-25,2025-03-01,2025-03-02,172.0,ID123,ID20
6a8b8b3d-bbde-4cb9-b9d4-68029065564c,2025-02-12,2025-03-01,2025-03-02,229.83,ID124,ID16
a6931563-a9a7-477c-a368-4157b1ea3fcc,2025-02-25,2025-03-01,2025-03-02,110.0,ID125,ID19
9a69e4c1-f738-47a9-8d37-98c04675c506,2025-02-12,2025-03-01,2025-03-02,400.28,ID126,ID17
fbaac1fa-283a-4ce7-aeee-4c29eb86b364,2025-02-25,2025-03-01,2025-03-02,172.0,ID127,ID20
2c74f8b9-05a8-4d01-95f7-63ce3ed5671f,2025-02-09,2025-03-01,2025-03-02,300.82,ID128,ID5
77204866-fdb5-45b7-94db-51140a40b06e,2025-02-10,2025-03-01,2025-03-02,350.4,ID129,ID2
7b53b0e3-83b0-4bbc-bd15-6b2c479da222,2025-02-25,2025-03-01,2025-03-02,119.0,ID130,ID21
405bff0a-80ba-4b80-8333-d96354516f8c,2025-02-25,2025-03-01,2025-03-02,116.0,ID131,ID24
c2d15e9f-5896-48cf-a9fe-1d9f79f00ce9,2025-02-25,2025-03-01,2025-03-02,117.0,ID132,ID26
d9a7f2ad-2db6-4bfd-bfd2-06a5ae561d25,2025-02-25,2025-03-01,2025-03-02,99.0,ID133,ID28
5e9e808f-a53e-4255-9fc3-a4564be2063d,2025-02-03,2025-03-01,2025-03-02,453.73,ID134,ID15
84902ee1-c371-4fb4-ad4e-bc8d6de33f45,2025-02-05,2025-03-01,2025-03-02,427.93,ID135,ID14
904651ef-0e30-4880-ad20-6bb392a80aaa,2025-02-12,2025-03-01,2025-03-02,173.56,ID136,ID4
92cdbb3d-7db3-4c60-b520-52107dc3cf18,2025-02-08,2025-03-01,2025-03-02,193.86,ID137,ID2
1f822ddd-d04f-4cd4-8ac1-8c6c06583102,2025-02-12,2025-03-01,2025-03-02,222.36,ID138,ID16
ce727457-b05d-4d48-b5e5-002a1a7274a8,2025-02-03,2025-03-01,2025-03-02,198.89,ID139,ID10
9cd0a508-7374-4115-8a2f-dfaa44611e0b,2025-02-25,2025-03-01,2025-03-02,99.0,ID140,ID28
19b1dd3e-612b-4ad6-ac0a-6d3009bc11fa,2025-02-25,2025-03-01,2025-03-02,117.0,ID141,ID26
348bb903-2fe2-401a-af2a-84d97264521f,2025-02-25,2025-03-01,2025-03-02,172.0,ID142,ID20
99d07b7c-ecfe-402d-9395-ac6ec7b195ec,2025-02-25,2025-03-01,2025-03-02,117.0,ID143,ID26
be8685ea-5cc1-4983-bfe8-ccdf5170642e,2025-02-04,2025-03-01,2025-03-02,264.63,ID144,ID1
f701caa4-5cda-44d2-9fa3-49bbe4bb6a73,2025-02-25,2025-03-01,2025-03-02,110.0,ID145,ID19
4d75d34e-48d2-4f47-a8ce-430a6972f1a1,2025-02-25,2025-03-01,2025-03-02,99.0,ID146,ID28
eda48844-e5ef-44c3-94ed-298453ef9e57,2025-02-25,2025-03-01,2025-03-02,86.0,ID147,ID27
e08c05d5-c395-4e8c-92de-3d327793b5e6,2025-02-25,2025-03-01,2025-03-02,90.0,ID148,ID25
1fd11394-7e1e-482b-8c16-8cb598f41e16,2025-02-04,2025-03-01,2025-03-02,269.69,ID149,ID14
7078d68a-f0a9-4e31-bde8-25b5247a1f38,2025-02-05,2025-03-01,2025-03-02,201.25,ID150,ID11
a0d92562-1485-4306-9dfb-a0078b2d0563,2025-02-03,2025-03-01,2025-03-02,491.31,ID151,ID2
ce0aa969-ffa5-4e65-8eee-fcdeef2505f4,2025-02-09,2025-03-01,2025-03-02,303.97,ID152,ID13
790cd2e1-ce99-4131-9c7d-73f3534dea93,2025-02-08,2025-03-01,2025-03-02,440.07,ID153,ID7
18eff31c-cd63-4c05-a3f1-a0b05998018e,2025-02-07,2025-03-01,2025-03-02,145.24,ID154,ID0
edfdc0ed-e580-4373-9317-f56cd55f8ef9,2025-02-04,2025-03-01,2025-03-02,175.21,ID155,ID12
99d760d9-b9a0-4c9d-9e6d-d706238a743a,2025-02-06,2025-03-01,2025-03-02,58.71,ID156,ID2
737db8d2-ef89-4a22-850f-5140b2cc1e9b,2025-02-07,2025-03-01,2025-03-02,150.89,ID157,ID4
eeea3e90-5d2e-4388-a71c-23f539a47218,2025-02-08,2025-03-01,2025-03-02,139.7,ID158,ID13
49f515de-4edd-4cbd-909a-7c4f53d16da6,2025-02-08,2025-03-01,2025-03-02,263.09,ID159,ID5
3cc3f204-5347-4617-869f-cd1983b30c65,2025-02-02,2025-03-01,2025-03-02,364.75,ID160,ID1
d5688709-1940-4a4e-b54c-fdfb091a1da6,2025-02-25,2025-03-01,2025-03-02,86.0,ID161,ID27
4b632dfc-4c89-4570-b58e-bea8401da99c,2025-02-25,2025-03-01,2025-03-02,119.0,ID162,ID21
71d78fbd-4cbe-466f-b928-908ea21d416c,2025-02-12,2025-03-01,2025-03-02,98.63,ID163,ID13
5fe3f4a7-18e8-4fbd-b6c8-d6f0299f5af1,2025-02-06,2025-03-01,2025-03-02,228.48,ID164,ID6
3af09efa-2b88-4126-91d2-784477f0a8bb,2025-02-25,2025-03-01,2025-03-02,99.0,ID165,ID28
5bc1f02e-486a-4c23-aba4-1a4291958e21,2025-02-05,2025-03-01,2025-03-02,363.73,ID166,ID3
b8aa421d-7e31-4623-943b-d4daf2b982e0,2025-02-25,2025-03-01,2025-03-02,90.0,ID167,ID25
35eb72f4-3d95-476c-b6c2-b5a324b338a7,2025-02-25,2025-03-01,2025-03-02,90.0,ID168,ID25
74e2b2c3-678d-49d5-9633-b5e0ef775ffb,2025-02-10,2025-03-01,2025-03-02,242.76,ID169,ID1
f1252edf-cd6d-412d-9c99-47fdb83aeaaa,2025-02-06,2025-03-01,2025-03-02,55.68,ID170,ID12
a2d8a845-32af-4c60-b3a9-e74366b70db0,2025-02-12,2025-03-01,2025-03-02,336.0,ID171,ID10
b8e8fbff-dc87-4d9b-9d9f-db149fff1989,2025-02-25,2025-03-01,2025-03-02,86.0,ID172,ID27
da7ac824-1a60-4f72-82ea-14150be12cf2,2025-02-25,2025-03-01,2025-03-02,119.0,ID173,ID22
511aef3f-737f-4390-8f4d-86553edcd6fe,2025-02-25,2025-03-01,2025-03-02,90.0,ID174,ID25
b0bc3dc2-09b0-49d9-8c25-95c244e8707b,2025-02-25,2025-03-01,2025-03-02,119.0,ID175,ID21
93daea01-9f1a-4f34-b5e1-24ec1bd7b72b,2025-02-11,2025-03-01,2025-03-02,421.57,ID176,ID9
de06e925-4221-416a-90d4-00bc635dd8c5,2025-02-06,2025-03-01,2025-03-02,423.82,ID177,ID4
0d986817-dbeb-4beb-9fc1-777a1e9f7cb2,2025-02-11,2025-03-01,2025-03-02,387.7,ID178,ID9
e98bca35-fc68-46ab-a04e-8df6db644e15,2025-02-06,2025-03-01,2025-03-02,62.9,ID179,ID0
49dc985e-ca36-4692-9d8d-98b7bb5df716,2025-02-06,2025-03-01,2025-03-02,409.01,ID180,ID0
14e67e31-2d11-4252-afcf-ed22783a2b58,2025-02-25,2025-03-01,2025-03-02,172.0,ID181,ID20
337f0a62-b5b0-4b4d-bfe8-aa043ad39af1,2025-02-11,2025-03-01,2025-03-02,54.56,ID182,ID6
86fbb1c4-9241-4b45-8bf5-3d59c79fe6da,2025-02-02,2025-03-01,2025-03-02,269.85,ID183,ID17
d3500633-2caa-47b7-a6dd-796a37525dd2,2025-02-09,2025-03-01,2025-03-02,251.67,ID184,ID13
2dd3d6b4-198f-468d-ac48-989847fec748,2025-02-05,2025-03-01,2025-03-02,361.29,ID185,ID3
bd6deb8e-a500-4c0c-a706-24c1eec4fdce,2025-02-05,2025-03-01,2025-03-02,288.9,ID186,ID12
cd8abcdb-f602-4e9f-9eee-e5a59c4c67ec,2025-02-25,2025-03-01,2025-03-02,172.0,ID187,ID20
a7764d9c-3169-4669-91cf-8e205be4f5d7,2025-02-11,2025-03-01,2025-03-02,163.12,ID188,ID5
b408ee02-942f-4ed8-902e-624cb0bb23b2,2025-02-25,2025-03-01,2025-03-02,86.0,ID189,ID27
ac330f51-fd82-462b-bd44-ff9b1da16779,2025-02-25,2025-03-01,2025-03-02,119.0,ID190,ID21
6455e672-2a92-49f3-9792-105c79f2bff1,2025-02-07,2025-03-01,2025-03-02,147.36,ID191,ID15
4c96d066-e5d6-4d65-83a6-a577ee495356,2025-02-25,2025-03-01,2025-03-02,119.0,ID192,ID21
f9ab1c28-737c-4b6a-9134-288f1d72bba7,2025-02-06,2025-03-01,2025-03-02,491.22,ID193,ID6
56025d69-5792-4f68-801a-5ffc77bd7e7c,2025-02-09,2025-03-01,2025-03-02,186.01,ID194,ID2
2b63564b-a163-4aa0-a3a2-d8d956eee050,2025-02-09,2025-03-01,2025-03-02,299.0,ID195,ID16
f15ca9a2-2312-443a-9a78-ef7d1eee2b33,2025-02-12,2025-03-01,2025-03-02,308.32,ID196,ID15
29ee49b5-269a-49ee-9502-09f1d17d6d95,2025-02-11,2025-03-01,2025-03-02,484.46,ID197,ID14
37ef3cfc-c502-46dc-a51f-9391752151bd,2025-02-02,2025-03-01,2025-03-02,230.31,ID198,ID4
88bcf602-5eed-41e7-88e2-622948f06801,2025-02-11,2025-03-01,2025-03-02,118.27,ID199,ID9
8695bdae-bb21-4404-a9cb-1c7b8156e981,2025-02-04,2025-03-01,2025-03-02,103.29,ID200,ID12
425d2873-49c3-4af0-bcb1-9d31e3f77dec,2025-02-25,2025-03-01,2025-03-02,116.0,ID201,ID24
88b359a3-3ba5-4f55-adb3-eca51629e5d5,2025-02-04,2025-03-01,2025-03-02,221.16,ID202,ID10
cce6889f-55ea-4287-9058-26e77b538234,2025-02-04,2025-03-01,2025-03-02,187.41,ID203,ID8
f2945ede-3cbe-4da5-9783-bce3017dae6b,2025-02-01,2025-03-01,2025-03-02,476.41,ID204,ID6
fbaeb2d5-f1a9-4e56-a9a6-40e0ab6c9e70,2025-02-12,2025-03-01,2025-03-02,120.67,ID205,ID7
25d87ec2-9485-4646-91ec-be1ae16a4988,2025-02-08,2025-03-01,2025-03-02,233.82,ID206,ID15
d3f37083-97d4-474d-9cae-d47055526b43,2025-02-10,2025-03-01,2025-03-02,368.12,ID207,ID10
3e60606c-faec-4627-82a9-21ad892a6015,2025-02-11,2025-03-01,2025-03-02,404.51,ID208,ID9
6911c54e-a723-4735-8791-44630316d2c5,2025-02-03,2025-03-01,2025-03-02,151.15,ID209,ID16
29c26528-c4c1-4c29-bb96-049330ed13aa,2025-02-07,2025-03-01,2025-03-02,76.83,ID210,ID3
8f2d6bfa-0157-4687-a63d-a4bc74f4ae7d,2025-02-09,2025-03-01,2025-03-02,464.53,ID211,ID10
0794ad33-6123-4fbe-9fe4-0acd50ebe4d4,2025-02-03,2025-03-01,2025-03-02,364.87,ID212,ID14
9abb88d1-69f0-41ef-88bc-070704a6d471,2025-02-10,2025-03-01,2025-03-02,86.19,ID213,ID8
9b80aa82-848d-4119-872c-57b357b417fb,2025-02-25,2025-03-01,2025-03-02,116.0,ID214,ID24
ab40347c-8abe-4b4f-8efa-4cbd684dfb1e,2025-02-07,2025-03-01,2025-03-02,153.01,ID215,ID9
d17ce517-46a0-4f64-b54e-1ad05cd62582,2025-02-25,2025-03-01,2025-03-02,119.0,ID216,ID21
050c86cd-1a86-493a-ac9f-306abcc7ac80,2025-02-01,2025-03-01,2025-03-02,309.3,ID217,ID7
e69f8fe7-5873-4460-b008-5c02a222cc7e,2025-02-02,2025-03-01,2025-03-02,462.22,ID218,ID7
3d6b1068-46cb-4fd1-9434-2717d3326ea1,2025-02-25,2025-03-01,2025-03-02,99.0,ID219,ID28
b695cb1b-7a70-4595-9479-1894b4621f4b,2025-02-10,2025-03-01,2025-03-02,261.49,ID220,ID12
d7a7ed1d-2cdf-4696-a6d6-9b61720c891c,2025-02-05,2025-03-01,2025-03-02,435.97,ID221,ID0
ee28c232-4cb7-43e1-b93c-ac125b352da3,2025-02-01,2025-03-01,2025-03-02,348.15,ID222,ID11
512e5100-4f5c-437e-a4e1-0132bf3ef313,2025-02-01,2025-03-01,2025-03-02,191.52,ID223,ID0
1a14f609-6c60-40f6-b65e-2cccbe87cd59,2025-02-02,2025-03-01,2025-03-02,439.2,ID224,ID13
7242c18a-8f29-4faf-935c-2199bb208383,2025-02-09,2025-03-01,2025-03-02,134.4,ID225,ID1
97e8e173-e7c9-41a9-8c66-752a4561ec89,2025-02-25,2025-03-01,2025-03-02,119.0,ID226,ID22
cb4f4365-e47f-4adc-a495-930ed518950e,2025-02-08,2025-03-01,2025-03-02,141.59,ID227,ID2
0349d4e0-b2a9-4ce2-b2c2-46fe17e34e2f,2025-02-06,2025-03-01,2025-03-02,446.37,ID228,ID15
fc36df0a-4b1c-4e63-8157-3dc6d20732e6,2025-02-25,2025-03-01,2025-03-02,119.0,ID229,ID22
